term_key,preferred_display,lemma_normalized,labels,is_multiword,head_lemma_normalized,variant_place_lemma_normalized,source_count,entry_count,occurrence_count,text_sources,author_groups,result_runs,confidence_avg,status
στρατιωτης χιλιοφυλλος,στρατιώτης χιλιόφυλλος,στρατιωτης χιλιοφυλλος,SUBSTANCE:1,true,στρατιωτης,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
στροβιλινη,στροβιλίνη,στροβιλινη,SUBSTANCE:4,false,,,4,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.865,draft
στροβιλινος,στροβιλῖνος,στροβιλινος,SUBSTANCE:1,false,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.750,draft
στροβιλος,στρόβιλος,στροβιλος,SUBSTANCE:7,false,,,4,7,7,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.764,draft
στρογγυλη,στρογγύλη,στρογγυλη,SUBSTANCE:3,false,,,3,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.687,draft
στρογγυλος,στρογγύλος,στρογγυλος,SUBSTANCE:6,false,,,4,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.707,draft
στρουθιον,στρουθίον,στρουθιον,SUBSTANCE:11,false,,,5,11,11,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.749,draft
στρουθιου ριζα,Στρουθίου ῥίζα,στρουθιου ριζα,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.900,draft
στρουθος,στρουθός,στρουθος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.760,draft
στρυφνη τεφρα,στρυφνὴ τέφρα,στρυφνη τεφρα,SUBSTANCE:1,true,τεφρα,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
στρυφνον ξυλον,στρυφνὸν ξύλον,στρυφνον ξυλον,SUBSTANCE:2,true,ξυλον,,2,2,2,AET_LM;ORIB_CM,Aetius;Oribasius,entries_full_v3,0.750,draft
στρυχνον,στρύχνον,στρυχνον,SUBSTANCE:6,false,,,3,6,6,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.892,draft
στρυχνον εδωδιμον,στρύχνον ἐδώδιμον,στρυχνον εδωδιμον,SUBSTANCE:1,true,στρυχνον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
στρυχνον κηπαιον,στρύχνον κηπαῖον,στρυχνον κηπαιον,SUBSTANCE:1,true,στρυχνον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.960,draft
στρυχνον κηπευτικον,στρύχνον κηπευτικόν,στρυχνον κηπευτικον,SUBSTANCE:1,true,στρυχνον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
στρυχνον μανικον,στρύχνον μανικόν,στρυχνον μανικον,SUBSTANCE:1,true,στρυχνον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.920,draft
στρυχνον υπνωτικον,στρύχνον ὑπνωτικόν,στρυχνον υπνωτικον,SUBSTANCE:2,true,στρυχνον,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.905,draft
στρυχνος,στρύχνος,στρυχνος,SUBSTANCE:5,false,,,3,5,5,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.710,draft
στρυχνος κηπαιος,στρύχνος κηπαῖος,στρυχνος κηπαιος,SUBSTANCE:2,true,στρυχνος,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.675,draft
στρυχνος μανικος,στρύχνος μανικός,στρυχνος μανικος,SUBSTANCE:1,true,στρυχνος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
στυμμα,στύμμα,στυμμα,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
στυμματων ξυλοβαλσαμου,στυμμάτων ξυλοβαλσάμου,στυμματων ξυλοβαλσαμου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.560,draft
στυπτηρια,στυπτηρία,στυπτηρια,SUBSTANCE:16,false,,,5,16,16,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.887,draft
στυπτηρια αστραγαλωτη,στυπτηρία ἀστραγαλωτή,στυπτηρια αστραγαλωτη,SUBSTANCE:1,true,στυπτηρια,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
στυπτηρια πλακιτις,στυπτηρία πλακῖτις,στυπτηρια πλακιτις,SUBSTANCE:1,true,στυπτηρια,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
στυπτηρια πλινθιτις,στυπτηρία πλινθῖτις,στυπτηρια πλινθιτις,SUBSTANCE:1,true,στυπτηρια,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.780,draft
στυπτηρια στρογγυλη,στυπτηρία στρογγύλη,στυπτηρια στρογγυλη,SUBSTANCE:3,true,στυπτηρια,,3,3,3,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.853,draft
στυπτηρια σχιστη,στυπτηρία σχιστή,στυπτηρια σχιστη,SUBSTANCE:5,true,στυπτηρια,,2,5,5,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.820,draft
στυπτηρια υγρα,στυπτηρία ὑγρά,στυπτηρια υγρα,SUBSTANCE:2,true,στυπτηρια,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.775,draft
στυπτικον ελαιον,στυπτικὸν ἔλαιον,στυπτικον ελαιον,SUBSTANCE:1,true,ελαιον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
στυραξ,στύραξ,στυραξ,SUBSTANCE:18,false,,,5,18,18,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.899,draft
στυραξ καλαμιτης,στύραξ καλαμίτης,στυραξ καλαμιτης,SUBSTANCE:1,true,στυραξ,,1,1,1,AET_LM,Aetius,entries_full_v3,0.720,draft
στυραξ λιπαρος,στύραξ λιπαρός,στυραξ λιπαρος,SUBSTANCE:2,true,στυραξ,,1,2,2,AET_LM,Aetius,entries_full_v3,0.825,draft
στυραξ πρωτειος,στύραξ πρωτεῖος,στυραξ πρωτειος,SUBSTANCE:2,true,στυραξ,,1,2,2,AET_LM,Aetius,entries_full_v3,0.800,draft
στυφων χυμος,στύφων χυμός,στυφων χυμος,SUBSTANCE:1,true,χυμος,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.700,draft
συαγρειον,συάγρειον,συαγρειον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
συαγριος,Συάγριος,συαγριος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
συκαλλις,συκαλλίς,συκαλλις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
συκαμινον,συκάμινον,συκαμινον,SUBSTANCE:4,false,,,3,4,4,AET_LM;DIOSC_DMM;GAL_ALIM,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.772,draft
συκαμινον λευκον,συκάμινον λευκόν,συκαμινον λευκον,SUBSTANCE:1,true,συκαμινον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
συκαμινον ξυλον,συκάμινον ξύλον,συκαμινον ξυλον,SUBSTANCE:1,true,ξυλον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.550,draft
συκαμινος,συκάμινος,συκαμινος,SUBSTANCE:4,false,,,3,4,4,AET_LM;DIOSC_DMM;GAL_ALIM,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.800,draft
συκαμινου λεπισματι,συκαμίνου λεπίσματι,συκαμινου λεπισματι,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
συκαμινου οπου,συκαμίνου ὀποῦ,συκαμινου οπου,SUBSTANCE_PART:1,true,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
συκη,συκῆ,συκη,SUBSTANCE:15,false,,,4,15,15,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.811,draft
συκη αγρια,συκῆ ἀγρία,συκη αγρια,SUBSTANCE:2,true,συκη,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.820,draft
συκη ημερος,συκή ἥμερος,συκη ημερος,SUBSTANCE:1,true,συκη,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
συκη μελαινα,συκὴ μέλαινα,συκη μελαινα,SUBSTANCE:2,true,συκη,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.770,draft
συκης μελαινης φυλλοις,συκῆς μελαίνης φύλλοις,συκης μελαινης φυλλοις,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.820,draft
συκης οπου,συκῆς ὀποῦ,συκης οπου,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.900,draft
συκινος,συκῖνος,συκινος,SUBSTANCE:2,false,,,2,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul,entries_full_v3;paul_full_v3,0.650,draft
συκιον,συκίον,συκιον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
συκιτης,συκίτης,συκιτης,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
συκομορμον,συκόμορμον,συκομορμον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.740,draft
συκομορον,συκόμορον,συκομορον,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.800,draft
συκομορος,συκόμορος,συκομορος,SUBSTANCE:3,false,,,3,3,3,AET_LM;GAL_ALIM;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.893,draft
συκον,σῦκον,συκον,SUBSTANCE:30,false,,,6,30,30,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.854,draft
συκον ερινεος,σῦκον ἐρινεός,συκον ερινεος,SUBSTANCE:1,true,συκον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
συκον ξηρον,σῦκον ξηρόν,συκον ξηρον,SUBSTANCE:5,true,συκον,,3,5,5,AET_LM;DIOSC_DMM;ORIB_CM,Aetius;Dioscorides;Oribasius,diosc_full_v3;entries_full_v3,0.780,draft
συκον πεπειρον,σῦκον πέπειρον,συκον πεπειρον,SUBSTANCE:1,true,συκον,,1,1,1,GAL_ALIM,Galen,entries_full_v3,0.750,draft
συκον χλωρον,σῦκον χλωρόν,συκον χλωρον,SUBSTANCE:1,true,συκον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
συκωτον,συκωτόν,συκωτον,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.750,draft
συμπασα ποα,σύμπασα πόα,συμπασα ποα,SUBSTANCE_PART:1,true,,,1,1,1,ORIB_CM,Oribasius,entries_full_v3,0.850,draft
συμφυτον,σύμφυτον,συμφυτον,SUBSTANCE:11,false,,,5,11,11,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.806,draft
συμφυτον αλλο,σύμφυτον ἄλλο,συμφυτον αλλο,SUBSTANCE:1,true,συμφυτον,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.760,draft
συμφυτον μεγα,σύμφυτον μέγα,συμφυτον μεγα,SUBSTANCE:3,true,συμφυτον,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.703,draft
συμφυτον πετραιον,σύμφυτον πετραῖον,συμφυτον πετραιον,SUBSTANCE:5,true,συμφυτον,,5,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.864,draft
συρεντινος,Συρεντῖνος,συρεντινος,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
συριακη,Συριακή,συριακη,SUBSTANCE:2,false,,συρια,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.650,draft
συριακη ναρδος,Συριακὴ νάρδος,συριακη ναρδος,SUBSTANCE:2,true,ναρδος,συριακη,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.785,draft
συριακος λιθος,Συριακός λίθος,συριακος λιθος,SUBSTANCE:1,true,λιθος,συρια,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
συριγγιας,συριγγίας,συριγγιας,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.600,draft
συρικον,συρικόν,συρικον,SUBSTANCE:2,false,,,2,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.675,draft
σφαγνον,σφάγνον,σφαγνον,SUBSTANCE:2,false,,,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
σφαιρια,σφαιρία,σφαιρια,SUBSTANCE_PART:7,false,,,5,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.806,draft
σφεκλαριον,σφεκλάριον,σφεκλαριον,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
σφεκλη,σφέκλη,σφεκλη,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
σφεκλον,σφέκλον,σφεκλον,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
σφονδυλιον,σφονδύλιον,σφονδυλιον,SUBSTANCE:6,false,,,3,6,6,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.780,draft
σφονδυλοι,σφόνδυλοι,σφονδυλοι,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.800,draft
σφονδυλος,σφόνδυλος,σφονδυλος,SUBSTANCE:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.900,draft
σφραγις,σφραγίς,σφραγις,SUBSTANCE:2,false,,,2,2,2,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.800,draft
σφραγις λημνια,σφραγὶς Λημνία,σφραγις λημνια,SUBSTANCE:1,true,σφραγις,,1,1,1,AET_LM,Aetius,entries_full_v3,0.850,draft
σχινανθος,σχινάνθος,σχινανθος,SUBSTANCE:1,false,,,1,1,1,AET_LM,Aetius,entries_full_v3,0.620,draft
σχινινη,σχινίνη,σχινινη,SUBSTANCE:6,false,,,4,6,6,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius,diosc_full_v3;entries_full_v3,0.852,draft
σχινινον,σχίνινον,σχινινον,SUBSTANCE:4,false,,,2,4,4,AET_LM;GAL_SMT,Aetius;Galen,entries_full_v3,0.647,draft
σχινινον ελαιον,σχίνινον ἔλαιον,σχινινον ελαιον,SUBSTANCE:3,true,ελαιον,,3,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.773,draft
σχινινος,σχίνινος,σχινινος,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;ORIB_CM,Dioscorides;Oribasius,diosc_full_v3;entries_full_v3,0.780,draft
σχινος,σχῖνος,σχινος,SUBSTANCE:18,false,,,5,18,18,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.822,draft
σχινου ανθος,σχίνου ἄνθος,σχινου ανθος,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.950,draft
σχιστη,σχιστή,σχιστη,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.450,draft
σχιστη στυπτηρια,σχιστὴ στυπτηρία,σχιστη στυπτηρια,SUBSTANCE:1,true,στυπτηρια,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.720,draft
σχιστον γαλα,σχιστὸν γάλα,σχιστον γαλα,SUBSTANCE:1,true,γαλα,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
σχιστος,σχιστός,σχιστος,SUBSTANCE:11,false,,,5,11,11,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.771,draft
σχιστος λιθος,σχιστὸς λίθος,σχιστος λιθος,SUBSTANCE:2,true,λιθος,ιβηρια,1,2,2,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
σχοινος,σχοῖνος,σχοινος,SUBSTANCE:31,false,,,5,31,31,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.829,draft
σχοινος αραβικη,σχοῖνος Ἀραβική,σχοινος αραβικη,SUBSTANCE:1,true,σχοινος,αραβια,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.840,draft
σχοινος ελεια,σχοῖνος ἑλεία,σχοινος ελεια,SUBSTANCE:1,true,σχοινος,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.850,draft
σχοινος ελειος,σχοῖνος ἑλεῖος,σχοινος ελειος,SUBSTANCE:1,true,σχοινος,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.880,draft
σχοινος λειος,σχοῖνος λεῖος,σχοινος λειος,SUBSTANCE:2,true,σχοινος,,2,2,2,AET_LM;ORIB_CM,Aetius;Oribasius,entries_full_v3,0.675,draft
σχοινου ανθος,Σχοίνου ἄνθος,σχοινου ανθος,SUBSTANCE_PART:3,true,,,3,3,3,AET_LM;ORIB_CM;PAUL_AEG,Aetius;Oribasius;Paul,entries_full_v3;paul_full_v3,0.933,draft
σχοινου ανθους,σχοίνου ἄνθους,σχοινου ανθους,SUBSTANCE_PART:5,true,,,2,5,5,AET_LM;DIOSC_DMM,Aetius;Dioscorides,diosc_full_v3;entries_full_v3,0.860,draft
σωμα,σῶμα,σωμα,SUBSTANCE:1;SUBSTANCE_PART:2,false,,,3,3,3,GAL_SMT;ORIB_CM;PAUL_AEG,Galen;Oribasius;Paul,entries_full_v3;paul_full_v3,0.750,draft
σωρευς,σώρευς,σωρευς,SUBSTANCE:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.600,draft
σωρι,σῶρι,σωρι,SUBSTANCE:7,false,,κυπρος,4,7,7,AET_LM;DIOSC_DMM;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.837,draft
σωρι αιγυπτιον,σῶρι Αἰγύπτιον,σωρι αιγυπτιον,SUBSTANCE:1,true,σωρι,αιγυπτος,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
σωρις,σῶρις,σωρις,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.680,draft
σωρυ,σῶρυ,σωρυ,SUBSTANCE:2,false,,,1,2,2,GAL_SMT,Galen,entries_full_v3,0.775,draft
σωσανδρον,σώσανδρον,σωσανδρον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τα ανθη,τὰ ἄνθη,τα ανθη,SUBSTANCE_PART:4,true,,,3,4,4,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.802,draft
τα απαλα φυλλα της μελαινης μυρσινης αγριας,τὰ ἁπαλὰ φύλλα τῆς μελαίνης μυρσίνης ἀγρίας,τα απαλα φυλλα της μελαινης μυρσινης αγριας,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
τα απαλα φυλλα της μελαινης μυρσινης ημερου,τὰ ἁπαλὰ φύλλα τῆς μελαίνης μυρσίνης ἡμέρου,τα απαλα φυλλα της μελαινης μυρσινης ημερου,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.650,draft
τα γιγαρτα,τὰ γίγαρτα,τα γιγαρτα,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
τα δε ανθη αυτου,τὰ δὲ ἄνθη αὐτοῦ,τα δε ανθη αυτου,SUBSTANCE_PART:1,false,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.880,draft
τα δε φυλλα,τὰ δὲ φύλλα,τα δε φυλλα,SUBSTANCE_PART:4,true,,,3,4,4,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.833,draft
τα δε χλωρα των φυλλων,τὰ δὲ χλωρὰ τῶν φύλλων,τα δε χλωρα των φυλλων,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.750,draft
τα εντος,τὰ ἐντὸς,τα εντος,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
τα καθυγρα των ελκων,τὰ κάθυγρα τῶν ἑλκῶν,τα καθυγρα των ελκων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.400,draft
τα λεμματα,τὰ λέμματα,τα λεμματα,SUBSTANCE_PART:2,true,,,2,2,2,AET_LM;PAUL_AEG,Aetius;Paul,entries_full_v3;paul_full_v3,0.765,draft
τα μεν φυλλα,τὰ μὲν φύλλα,τα μεν φυλλα,SUBSTANCE_PART:1,false,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.830,draft
τα μηλα,τὰ μῆλα,τα μηλα,SUBSTANCE_PART:2,true,,,2,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul,diosc_full_v3;paul_full_v3,0.850,draft
τα περι τους νεφρους,τὰ περὶ τοὺς νεφροὺς,τα περι τους νεφρους,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.800,draft
τα περι τους νεφρους των σκιγκων,τὰ περὶ τοὺς νεφροὺς τῶν σκίγκων,τα περι τους νεφρους των σκιγκων,SUBSTANCE_PART:1,true,,,1,1,1,GAL_SMT,Galen,entries_full_v3,0.700,draft
τα πεταλα,τὰ πέταλα,τα πεταλα,SUBSTANCE_PART:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.900,draft
τα σφαιρια,τὰ σφαιρία,τα σφαιρια,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.750,draft
τα τε φυλλα,τὰ τε φύλλα,τα τε φυλλα,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.820,draft
τα της μαλαχης,τὰ τῆς μαλάχης,τα της μαλαχης,SUBSTANCE_PART:3,true,,,3,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul,entries_full_v3;paul_full_v3,0.703,draft
τα τρυφερα των φυλλων,τά τρυφερὰ τῶν φύλλων,τα τρυφερα των φυλλων,SUBSTANCE_PART:1,true,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.860,draft
τα των ανθρωπων,τὰ τῶν ἀνθρώπων,τα των ανθρωπων,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.600,draft
τα φυλλα,τὰ φύλλα,τα φυλλα,SUBSTANCE_PART:21,true,,,5,21,21,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul,diosc_full_v3;entries_full_v3;paul_full_v3,0.859,draft
τα φυλλα αυτης,τὰ φύλλα αὐτῆς,τα φυλλα αυτης,SUBSTANCE_PART:2,true,,,1,2,2,PAUL_AEG,Paul,paul_full_v3,0.830,draft
τα φυλλα αυτου,τὰ φύλλα αὐτοῦ,τα φυλλα αυτου,SUBSTANCE_PART:1,true,φυλλον,προσωπιτις,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.900,draft
τα φυλλα αυτου τα χλωρα,τὰ φύλλα αὐτοῦ τὰ χλωρά,τα φυλλα αυτου τα χλωρα,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.740,draft
τα φυλλα δε του δενδρου,τὰ φύλλα δὲ τοῦ δένδρου,τα φυλλα δε του δενδρου,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.840,draft
τα χλωρα φυλλα,τὰ χλωρὰ φύλλα,τα χλωρα φυλλα,SUBSTANCE_PART:1,true,,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.850,draft
ταγγον καρυον,ταγγὸν κάρυον,ταγγον καρυον,SUBSTANCE:1,true,καρυον,,1,1,1,PAUL_AEG,Paul,paul_full_v3,0.650,draft
ταξος,τάξος,ταξος,SUBSTANCE:2,false,,,2,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen,diosc_full_v3;entries_full_v3,0.810,draft
ταργανον,τάργανον,ταργανον,SUBSTANCE:1,false,,,1,1,1,DIOSC_DMM,Dioscorides,diosc_full_v3,0.700,draft
