term_key,form_display,form_normalized,count,entry_count,text_sources,author_groups
του οπου,τοῦ ὀποῦ,του οπου,1,1,PAUL_AEG,Paul
του σιδηρου,τοῦ σιδήρου,του σιδηρου,1,1,ORIB_CM,Oribasius
του στομωματος,τοῦ στομώματος,του στομωματος,1,1,ORIB_CM,Oribasius
του χαλκου λεπις,τοῦ χαλκοῦ λεπὶς,του χαλκου λεπις,1,1,ORIB_CM,Oribasius
του χερσαιου κροκοδειλου,τοῦ χερσαίου κροκοδείλου,του χερσαιου κροκοδειλου,1,1,PAUL_AEG,Paul
του ωου λευκω,τοῦ ᾠοῦ λευκῷ,του ωου λευκω,1,1,DIOSC_DMM,Dioscorides
τραγακανθα,τραγάκανθα,τραγακανθα,10,10,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
τραγακανθα,τραγάκανθα,τραγακανθα,2,2,PAUL_AEG,Paul
τραγακανθα οπος,τραγάκανθα ὀπός,τραγακανθα οπος,1,1,AET_LM,Aetius
τραγειον αιμα,τράγειον αἷμα,τραγειον αιμα,1,1,GAL_SMT,Galen
τραγειον αιμα,τράγειον αἷμα,τραγειον αιμα,1,1,AET_LM,Aetius
τραγειον ηπαρ,τράγειον ἧπαρ,τραγειον ηπαρ,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
τραγειον στεαρ,τραγεῖον στέαρ,τραγειον στεαρ,1,1,DIOSC_DMM,Dioscorides
τραγειον στεαρ,τράγειον στέαρ,τραγειον στεαρ,1,1,GAL_SMT,Galen
τραγειος,τράγειος,τραγειος,1,1,DIOSC_DMM,Dioscorides
τραγιον,τράγιον,τραγιον,6,6,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul
τραγιον μικροτερον,τράγιον μικρότερον,τραγιον μικροτερον,1,1,ORIB_CM,Oribasius
τραγοπωγων,τραγοπώγων,τραγοπωγων,1,1,DIOSC_DMM,Dioscorides
τραγοριγανον,τραγορίγανον,τραγοριγανον,1,1,DIOSC_DMM,Dioscorides
τραγοριγανος,τραγορίγανος,τραγοριγανος,4,4,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
τραγοριγανος,τραγόριγανος,τραγοριγανος,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
τραγος,τράγος,τραγος,8,8,AET_LM;DIOSC_DMM;PAUL_AEG,Aetius;Dioscorides;Paul
τραγος ορχις,τράγος ὄρχις,τραγος ορχις,1,1,AET_LM,Aetius
τραγος σιτωδης,τράγος σιτώδης,τραγος σιτωδης,1,1,PAUL_AEG,Paul
τραγου,τράγου,τραγου,1,1,DIOSC_DMM,Dioscorides
τραγων,τράγων,τραγων,1,1,PAUL_AEG,Paul
τραχυς αλκυονιον,τραχύς ἀλκυόνιον,τραχυς αλκυονιον,1,1,AET_LM,Aetius
τρεγλα,τρέγλα,τρεγλα,1,1,DIOSC_DMM,Dioscorides
τριβολος,τρίβολος,τριβολος,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
τριβολος,τρίβολος,τριβολος,1,1,PAUL_AEG,Paul
τριβολος ενυδρος,τρίβολος ἔνυδρος,τριβολος ενυδρος,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
τριβολος ενυδρος,τρίβολος ἔνυδρος,τριβολος ενυδρος,1,1,PAUL_AEG,Paul
τριβολος χερσαιος,τρίβολος χερσαῖος,τριβολος χερσαιος,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
τριβολος χερσαιος,τρίβολος χερσαῖος,τριβολος χερσαιος,1,1,PAUL_AEG,Paul
τριγλη,τρίγλη,τριγλη,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
τρικοκκον,τρίκοκκον,τρικοκκον,3,3,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
τριορχις,τρίορχις,τριορχις,1,1,PAUL_AEG,Paul
τριορχις,τριόρχις,τριορχις,1,1,AET_LM,Aetius
τριπολιον,τριπόλιον,τριπολιον,3,3,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
τριπολιον,τριπόλιον,τριπολιον,1,1,PAUL_AEG,Paul
τριπολιου η ριζα,Τριπολίου ἡ ῥίζα,τριπολιου η ριζα,1,1,PAUL_AEG,Paul
τριπολιου ριζα,Τριπολίου ῥίζα,τριπολιου ριζα,1,1,ORIB_CM,Oribasius
τριφυλλον,τρίφυλλον,τριφυλλον,14,14,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
τριχας,τρίχας,τριχας,1,1,PAUL_AEG,Paul
τριχιτις,τριχῖτις,τριχιτις,1,1,DIOSC_DMM,Dioscorides
τριχομανες,τριχομανές,τριχομανες,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM,Dioscorides;Galen;Oribasius
τροφη,τροφή,τροφη,1,1,AET_LM,Aetius
τροχιτης,τροχίτης,τροχιτης,1,1,DIOSC_DMM,Dioscorides
τρυγι οξους,τρυγὶ ὄξους,τρυγι οξους,1,1,DIOSC_DMM,Dioscorides
τρυγια,τρυγία,τρυγια,1,1,AET_LM,Aetius
τρυγια οξους,τρυγία ὄξους,τρυγια οξους,1,1,AET_LM,Aetius
τρυγονος,τρυγόνος,τρυγονος,1,1,PAUL_AEG,Paul
τρυγονος αιμα,τρυγόνος αἷμα,τρυγονος αιμα,1,1,AET_LM,Aetius
τρυγονος θαλασαιας κεντρον,τρυγόνος θαλασαίας κέντρον,τρυγονος θαλασαιας κεντρον,1,1,DIOSC_DMM,Dioscorides
τρυγονος θαλασσιας κεντρον,Τρυγόνος θαλασσίας κέντρον,τρυγονος θαλασσιας κεντρον,1,1,PAUL_AEG,Paul
τρυγος,τρυγός,τρυγος,1,1,DIOSC_DMM,Dioscorides
τρυγων,τρυγών,τρυγων,4,4,AET_LM;DIOSC_DMM,Aetius;Dioscorides
τρυγων,τρυγών,τρυγων,2,2,PAUL_AEG,Paul
τρυγων θαλασσαια,τρυγών θαλασσαία,τρυγων θαλασσαια,1,1,DIOSC_DMM,Dioscorides
τρυγων θαλασσιος,τρυγὼν θαλάσσιος,τρυγων θαλασσιος,1,1,PAUL_AEG,Paul
τρυγων θαλασσιος,τρυγών θαλάσσιος,τρυγων θαλασσιος,1,1,PAUL_AEG,Paul
τρυξ,τρύξ,τρυξ,4,4,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
τρυξ οινου,τρύξ οἴνου,τρυξ οινου,2,2,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
τρυξ οξους,τρύξ ὄξους,τρυξ οξους,1,1,PAUL_AEG,Paul
τρυχνον,τρύχνον,τρυχνον,2,2,AET_LM;ORIB_CM,Aetius;Oribasius
τρυχνον εδωδιμον,τρύχνον ἐδώδιμον,τρυχνον εδωδιμον,1,1,ORIB_CM,Oribasius
τρυχνος,τρύχνος,τρυχνος,1,1,GAL_SMT,Galen
τρωγλοδυτης στρουθιον,τρωγλοδύτης στρουθίον,τρωγλοδυτης στρουθιον,1,1,PAUL_AEG,Paul
τυρος,τυρός,τυρος,15,15,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
τυρος,τυρός,τυρος,1,1,GAL_SMT,Galen
τυρος ασηπτος,τυρός ἄσηπτος,τυρος ασηπτος,1,1,AET_LM,Aetius
τυρος βαθυσικος,τυρὸς Βαθυσικός,τυρος βαθυσικος,1,1,GAL_ALIM,Galen
τυρος βοειος,τυρός βόειος,τυρος βοειος,1,1,GAL_SMT,Galen
τυρος λιπαρος,τυρός λιπαρός,τυρος λιπαρος,1,1,PAUL_AEG,Paul
τυρος μαλακος,τυρός μαλακός,τυρος μαλακος,1,1,PAUL_AEG,Paul
τυρος νεαρος,τυρός νεαρός,τυρος νεαρος,1,1,DIOSC_DMM,Dioscorides
τυρος νεοπαγης,τυρός νεοπαγής,τυρος νεοπαγης,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
τυρος οξυγαλακτινος,τυρός ὀξυγαλάκτινος,τυρος οξυγαλακτινος,1,1,PAUL_AEG,Paul
τυρος οξυγαλακτινος,τυρὸς ὀξυγαλάκτινος,τυρος οξυγαλακτινος,1,1,GAL_ALIM,Galen
τυρος παλαιος,τυρός παλαιός,τυρος παλαιος,1,1,PAUL_AEG,Paul
τυρος παλαιοτατος,τυρός παλαιότατος,τυρος παλαιοτατος,1,1,AET_LM,Aetius
τυρος προσφατος,τυρός πρόσφατος,τυρος προσφατος,1,1,GAL_SMT,Galen
τυρος υγρος ασηπτος,τυρός ὑγρός ἀσήπτος,τυρος υγρος ασηπτος,1,1,GAL_SMT,Galen
τυρρηνικος κηρος,Τυρρηνικὸς κηρός,τυρρηνικος κηρος,1,1,DIOSC_DMM,Dioscorides
τυρωδες,τυρώδες,τυρωδες,1,1,GAL_SMT,Galen
τυρωδες,τυρῶδες,τυρωδες,2,2,GAL_ALIM;GAL_SMT,Galen
τυρωδες του γαλακτος,τυρῶδες τοῦ γάλακτος,τυρωδες του γαλακτος,1,1,ORIB_CM,Oribasius
τυρωδης,τυρώδης,τυρωδης,1,1,AET_LM,Aetius
τυρωδης,τυρώδης,τυρωδης,1,1,ORIB_CM,Oribasius
τυρωδους,τυρώδους,τυρωδους,1,1,PAUL_AEG,Paul
τυφη,τύφη,τυφη,1,1,DIOSC_DMM,Dioscorides
των αγριων αιγων,τῶν ἀγρίων αἰγῶν,των αγριων αιγων,1,1,PAUL_AEG,Paul
των αγριων κοκκυμηλων καρπος,τῶν ἀγρίων κοκκυμήλων καρπὸς,των αγριων κοκκυμηλων καρπος,1,1,AET_LM,Aetius
των αιγων ονυχες,τῶν αἰγῶν ὄνυχες,των αιγων ονυχες,1,1,DIOSC_DMM,Dioscorides
των αλεκτοριδων,τῶν ἀλεκτορίδων,των αλεκτοριδων,1,1,PAUL_AEG,Paul
των ανθων,τῶν ἀνθῶν,των ανθων,1,1,DIOSC_DMM,Dioscorides
των βλαστων,τῶν βλαστῶν,των βλαστων,1,1,PAUL_AEG,Paul
των ερινεων συκα,τῶν ἐρινεῶν σῦκα,των ερινεων συκα,1,1,ORIB_CM,Oribasius
των κρινων φυλλων,τῶν κρίνων φύλλων,των κρινων φυλλων,1,1,AET_LM,Aetius
των λεπων αυτου,τῶν λεπῶν αὐτοῦ,των λεπων αυτου,1,1,PAUL_AEG,Paul
των μεν ξυλων,τῶν μὲν ξύλων,των μεν ξυλων,1,1,DIOSC_DMM,Dioscorides
των ονων ονυχας,τῶν ὄνων ὄνυχας,των ονων ονυχας,1,1,GAL_SMT,Galen
των οστρεων οστρακα,τῶν ὀστρέων ὄστρακα,των οστρεων οστρακα,1,1,AET_LM,Aetius
των πορφυρων οστρακα,τῶν πορφυρῶν ὄστρακα,των πορφυρων οστρακα,1,1,AET_LM,Aetius
των ριζων,τῶν ῥιζῶν,των ριζων,1,1,DIOSC_DMM,Dioscorides
των ριζων ξηρων,τῶν ῥιζῶν ξηρῶν,των ριζων ξηρων,1,1,PAUL_AEG,Paul
των φυλλων,τῶν φύλλων,των φυλλων,3,3,GAL_SMT;PAUL_AEG,Galen;Paul
τῃ φλομῳ προσεοικως,τῇ φλόμῳ προσεοικὼς,τη φλομω προσεοικως,1,1,ORIB_CM,Oribasius
υαινα,ὕαινα,υαινα,3,3,AET_LM;GAL_SMT,Aetius;Galen
υαινη,ὑαίνη,υαινη,1,1,AET_LM,Aetius
υαινης,ὑαίνης,υαινης,1,1,DIOSC_DMM,Dioscorides
υακινθος,ὑάκινθος,υακινθος,7,7,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
υαλος,ὕαλος,υαλος,5,5,AET_LM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Galen;Oribasius;Paul
υγιεινη,ὑγιεινή,υγιεινη,1,1,DIOSC_DMM,Dioscorides
υγιεινη αγρια,ὑγιεινή ἀγρία,υγιεινη αγρια,1,1,DIOSC_DMM,Dioscorides
υγρα πισσα,ὑγρὰ πίσσα,υγρα πισσα,9,9,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
υγρα πισσα,ὑγρὰ πίσσα,υγρα πισσα,2,2,PAUL_AEG,Paul
υγρα πιττα,ὑγρὰ πίττα,υγρα πιττα,3,3,GAL_SMT;ORIB_CM,Galen;Oribasius
υγρα πιττη,ὑγρὰ πίττη,υγρα πιττη,1,1,GAL_SMT,Galen
υγρα στυπτηρια,ὑγρὰ στυπτηρία,υγρα στυπτηρια,1,1,DIOSC_DMM,Dioscorides
υγρασια,ὑγρασία,υγρασια,1,1,DIOSC_DMM,Dioscorides
υγρον,ὑγρόν,υγρον,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
υγρον,ὑγρόν,υγρον,2,2,PAUL_AEG,Paul
υγρος,ὑγρός,υγρος,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
υγροτης,ὑγρότης,υγροτης,1,1,ORIB_CM,Oribasius
υδατωδες,ὑδατῶδες,υδατωδες,1,1,DIOSC_DMM,Dioscorides
υδατωδες περιττωμα,ὑδατῶδες περίττωμα,υδατωδες περιττωμα,1,1,ORIB_CM,Oribasius
υδατωδης,ὑδατώδης,υδατωδης,2,2,DIOSC_DMM,Dioscorides
υδατωδης ουσια,ὑδατώδης οὐσία,υδατωδης ουσια,1,1,ORIB_CM,Oribasius
υδνον,ὕδνον,υδνον,5,5,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
υδνον ριζα,ὕδνον ῥίζα,υδνον ριζα,1,1,DIOSC_DMM,Dioscorides
υδραργυρος,ὑδράργυρος,υδραργυρος,4,4,AET_LM;DIOSC_DMM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
υδρελαιον,ὑδρέλαιον,υδρελαιον,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
υδρομελι,ὑδρομέλι,υδρομελι,2,2,DIOSC_DMM,Dioscorides
υδρομελι,ὑδρόμελι,υδρομελι,16,16,DIOSC_DMM;PAUL_AEG,Dioscorides;Paul
υδρομελι παλαιον,ὑδρόμελι παλαιόν,υδρομελι παλαιον,1,1,DIOSC_DMM,Dioscorides
υδροπεπερι,ὑδροπέπερι,υδροπεπερι,4,4,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
υδροπεπερι,ὑδροπέπερι,υδροπεπερι,1,1,PAUL_AEG,Paul
υδωρ,υδωρ,υδωρ,1,1,PAUL_AEG,Paul
υδωρ,ὕδωρ,υδωρ,409,408,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
υδωρ αλμυρον,ὕδωρ ἁλμυρόν,υδωρ αλμυρον,2,2,GAL_SMT;PAUL_AEG,Galen;Paul
υδωρ γαλακτωδες,ὕδωρ γαλακτώδες,υδωρ γαλακτωδες,1,1,DIOSC_DMM,Dioscorides
υδωρ γλυκυ,ὕδωρ γλυκύ,υδωρ γλυκυ,5,5,AET_LM;DIOSC_DMM;GAL_ALIM,Aetius;Dioscorides;Galen
υδωρ ζεστον,ὕδωρ ζεστόν,υδωρ ζεστον,1,1,DIOSC_DMM,Dioscorides
υδωρ θαλασσιον,ὕδωρ θαλάσσιον,υδωρ θαλασσιον,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
υδωρ θαλαττιον,ὕδωρ θαλάττιον,υδωρ θαλαττιον,2,2,AET_LM;GAL_SMT,Aetius;Galen
υδωρ θερμον,ὕδωρ θερμόν,υδωρ θερμον,5,5,AET_LM;DIOSC_DMM,Aetius;Dioscorides
υδωρ θερμον,ὕδωρ θερμόν,υδωρ θερμον,1,1,GAL_SMT,Galen
υδωρ θερμον αυτοφυες,ὕδωρ θερμὸν αὐτοφυές,υδωρ θερμον αυτοφυες,1,1,GAL_SMT,Galen
υδωρ καθαρον,ὕδωρ καθαρόν,υδωρ καθαρον,1,1,AET_LM,Aetius
υδωρ κρηναιον,ὕδωρ κρηναῖον,υδωρ κρηναιον,3,3,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
υδωρ ομβριον,ὕδωρ ὄμβριον,υδωρ ομβριον,9,9,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
υδωρ ομβριον παλαιον,ὕδωρ ὄμβριον παλαιόν,υδωρ ομβριον παλαιον,1,1,DIOSC_DMM,Dioscorides
υδωρ ομεριον,ὕδωρ ὀμέριον,υδωρ ομεριον,1,1,DIOSC_DMM,Dioscorides
υδωρ ποτιμον,ὕδωρ ποτίμον,υδωρ ποτιμον,1,1,GAL_SMT,Galen
υδωρ τραγασιον,ὕδωρ Τραγάσιον,υδωρ τραγασιον,1,1,GAL_SMT,Galen
υδωρ ψυχρον,ὕδωρ ψυχρόν,υδωρ ψυχρον,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
υεια,ὐεία,υεια,1,1,DIOSC_DMM,Dioscorides
υεια πιμελη,ὑεία πιμελή,υεια πιμελη,1,1,GAL_SMT,Galen
υειον,ὕειον,υειον,1,1,ORIB_CM,Oribasius
υειον αστραγαλον,ὕειον ἀστράγαλον,υειον αστραγαλον,1,1,PAUL_AEG,Paul
υειον στεαρ,ὕειον στέαρ,υειον στεαρ,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
υειον στεαρ,ὕειον στέαρ,υειον στεαρ,1,1,GAL_SMT,Galen
υειος,ὕειος,υειος,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
υειος αστραγαλος,ὕειος ἀστράγαλος,υειος αστραγαλος,2,2,AET_LM;GAL_SMT,Aetius;Galen
υειος κρεας,ὕειος κρέας,υειος κρεας,1,1,PAUL_AEG,Paul
υελος,ὕελος,υελος,1,1,DIOSC_DMM,Dioscorides
υλη,ὕλη,υλη,6,6,AET_LM;GAL_SMT;ORIB_CM,Aetius;Galen;Oribasius
υμενα,ὑμένα,υμενα,1,1,DIOSC_DMM,Dioscorides
υμενωδες,ὑμενῶδες,υμενωδες,2,2,AET_LM;PAUL_AEG,Aetius;Paul
υοσκυαμινον,ὑοσκυάμινον,υοσκυαμινον,2,2,GAL_SMT;ORIB_CM,Galen;Oribasius
υοσκυαμος,ὑοσκύαμος,υοσκυαμος,13,13,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
υοσκυαμος,ὑοσκύαμος,υοσκυαμος,1,1,PAUL_AEG,Paul
υοσκυαμος ο μεν το μελαν εχων σπερμα,ὑοσκύαμος ὁ μὲν τὸ μέλαν ἔχων σπέρμα,υοσκυαμος ο μεν το μελαν εχων σπερμα,1,1,ORIB_CM,Oribasius
υοσκυαμος ο το μελαν εχων σπερμα,ὑοσκύαμος ὁ τὸ μέλαν ἔχων σπέρμα,υοσκυαμος ο το μελαν εχων σπερμα,1,1,PAUL_AEG,Paul
υοσκυαμος ο το ξανθον σπερμα,ὑοσκύαμος ὁ τὸ ξανθὸν σπέρμα,υοσκυαμος ο το ξανθον σπερμα,1,1,PAUL_AEG,Paul
υοσκυαμος ου το σπερμα μετριως ξανθον,ὑοσκύαμος οὗ τὸ σπέρμα μετρίως ξανθόν,υοσκυαμος ου το σπερμα μετριως ξανθον,1,1,ORIB_CM,Oribasius
υοσκυαμου φυλλοις,ὑοσκυάμου φύλλοις,υοσκυαμου φυλλοις,1,1,DIOSC_DMM,Dioscorides
υπαρ,ὖπαρ,υπαρ,1,1,DIOSC_DMM,Dioscorides
υπερικον,ὑπέρικον,υπερικον,4,4,DIOSC_DMM;GAL_SMT;PAUL_AEG,Dioscorides;Galen;Paul
υπερικον,ὑπερικόν,υπερικον,10,10,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
υπερικον,ὑπερικόν,υπερικον,1,1,PAUL_AEG,Paul
υπερικον,Ὑπερικόν,υπερικον,1,1,ORIB_CM,Oribasius
υπερικον τηλεον,ὑπερικόν τήλεον,υπερικον τηλεον,1,1,AET_LM,Aetius
υπηκοον,ὑπήκοον,υπηκοον,3,3,DIOSC_DMM;ORIB_CM;PAUL_AEG,Dioscorides;Oribasius;Paul
υπνον,ὕπνον,υπνον,1,1,AET_LM,Aetius
υπνος,ὕπνος,υπνος,2,2,AET_LM,Aetius
υπνωδης δε και ταυτης ο καρπος,ὑπνώδης δὲ καὶ ταύτης ὁ καρπὸς,υπνωδης δε και ταυτης ο καρπος,1,1,GAL_SMT,Galen
υπνωτικος,ὑπνωτικός,υπνωτικος,1,1,AET_LM,Aetius
υπνωτικος στρυχνος,ὑπνωτικός στρύχνος,υπνωτικος στρυχνος,1,1,GAL_SMT,Galen
υπογλωσσον,ὑπόγλωσσον,υπογλωσσον,2,2,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
υπογλωσσον,ὑπόγλωσσον,υπογλωσσον,1,1,PAUL_AEG,Paul
υπογλωσσος,ὑπόγλωσσος,υπογλωσσος,1,1,ORIB_CM,Oribasius
υπογλωττον,ὑπόγλωττον,υπογλωττον,1,1,DIOSC_DMM,Dioscorides
υποκιρρος προσφατος ελαια,ὑπόκιρρος πρόσφατος ἐλαία,υποκιρρος προσφατος ελαια,1,1,DIOSC_DMM,Dioscorides
υποκιστις,ὑποκιστίς,υποκιστις,8,8,AET_LM;DIOSC_DMM;GAL_SMT;ORIB_CM,Aetius;Dioscorides;Galen;Oribasius
υποκιστις,ὑποκίστις,υποκιστις,1,1,PAUL_AEG,Paul
υποκιστις,ὑπόκιστις,υποκιστις,1,1,PAUL_AEG,Paul
υποκυστις,ὑποκυστίς,υποκυστις,3,3,AET_LM;GAL_SMT,Aetius;Galen
υποκυστις,ὑποκυστίς,υποκυστις,1,1,GAL_SMT,Galen
υποκυστις,ὑπόκυστις,υποκυστις,1,1,GAL_SMT,Galen
υπολειμμα,ὑπόλειμμα,υπολειμμα,1,1,GAL_SMT,Galen
υπολευκος,ὑπόλευκος,υπολευκος,1,1,AET_LM,Aetius
υπορριζα,ὑπόρριζα,υπορριζα,1,1,DIOSC_DMM,Dioscorides
υποσταθμη ελαιας,ὑποστάθμη ἐλαίας,υποσταθμη ελαιας,1,1,DIOSC_DMM,Dioscorides
υποσταθμη του ουρου,ὑποστάθμη τοῦ οὔρου,υποσταθμη του ουρου,1,1,DIOSC_DMM,Dioscorides
υποσχιστις,ὑποσχιστίς,υποσχιστις,1,1,ORIB_CM,Oribasius
υποφαιστον,ὑπόφαιστον,υποφαιστον,1,1,PAUL_AEG,Paul
υποχλωρος ιασπις,υποχλωρος ιασπις,υποχλωρος ιασπις,1,1,PAUL_AEG,Paul
υς,ὗς,υς,3,3,AET_LM,Aetius
υς ορχις,ὗς ὄρχις,υς ορχις,1,1,AET_LM,Aetius
υσοβρυον,ὑσόβρυον,υσοβρυον,1,1,DIOSC_DMM,Dioscorides
υσσωπον,ὕσσωπον,υσσωπον,3,3,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
υσσωπος,ὑσσώπος,υσσωπος,1,1,DIOSC_DMM,Dioscorides
υσσωπος,ὕσσωπος,υσσωπος,19,19,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;PAUL_AEG,Aetius;Dioscorides;Galen;Paul
υσσωπος κιλικιος,ὕσσωπος Κιλίκιος,υσσωπος κιλικιος,1,1,DIOSC_DMM,Dioscorides
υφαιμον,ὕφαιμον,υφαιμον,1,1,DIOSC_DMM,Dioscorides
υφασμα,ὕφασμα,υφασμα,1,1,GAL_SMT,Galen
υφασμα αραχνης,ὕφασμα ἀράχνης,υφασμα αραχνης,1,1,GAL_SMT,Galen
υφος,ὕφος,υφος,1,1,DIOSC_DMM,Dioscorides
υων πιμελη,ὑῶν πιμελή,υων πιμελη,1,1,AET_LM,Aetius
φαβα,φάβα,φαβα,1,1,AET_LM,Aetius
φαγρος,φάγρος,φαγρος,1,1,AET_LM,Aetius
φακη,φακή,φακη,6,6,AET_LM;DIOSC_DMM;GAL_ALIM,Aetius;Dioscorides;Galen
φακη,φακῆ,φακη,1,1,AET_LM,Aetius
φακοειδης,φακοειδής,φακοειδης,1,1,DIOSC_DMM,Dioscorides
φακος,φάκος,φακος,3,3,DIOSC_DMM;GAL_SMT,Dioscorides;Galen
φακος,φακός,φακος,18,18,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
φακος,φακός,φακος,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
φακος επι τελματων,φακὸς ἐπὶ τελμάτων,φακος επι τελματων,1,1,GAL_SMT,Galen
φακος επι των τελματων,φακός ἐπὶ τῶν τελμάτων,φακος επι των τελματων,1,1,DIOSC_DMM,Dioscorides
φακος ο επι των τελματων,Φακὸς ὁ ἐπὶ τῶν τελμάτων,φακος ο επι των τελματων,1,1,PAUL_AEG,Paul
φακος ο επι των τελματων,φακὸς ὁ ἐπὶ τῶν τελμάτων,φακος ο επι των τελματων,1,1,ORIB_CM,Oribasius
φαλαγγιον,φαλάγγιον,φαλαγγιον,2,2,DIOSC_DMM,Dioscorides
φαλαγγιτης,φαλαγγίτης,φαλαγγιτης,1,1,GAL_SMT,Galen
φαλαγγιτις,Φαλαγγῖτις,φαλαγγιτις,2,2,ORIB_CM;PAUL_AEG,Oribasius;Paul
φαλαγγιτις,φαλαγγῖτις,φαλαγγιτις,1,1,DIOSC_DMM,Dioscorides
φαλερινος,Φαλερῖνος,φαλερινος,1,1,DIOSC_DMM,Dioscorides
φαληριδος ο χυλος,Φαληρίδος ὁ χυλὸς,φαληριδος ο χυλος,1,1,PAUL_AEG,Paul
φαληριδος της ποας,φαληρίδος τῆς πόας,φαληριδος της ποας,1,1,GAL_SMT,Galen
φαληρις,φαληρίς,φαληρις,4,4,DIOSC_DMM;GAL_SMT;ORIB_CM;PAUL_AEG,Dioscorides;Galen;Oribasius;Paul
φαρικον,φαρικόν,φαρικον,1,1,DIOSC_DMM,Dioscorides
φαρμακιτις,φαρμακῖτις,φαρμακιτις,2,2,AET_LM;DIOSC_DMM,Aetius;Dioscorides
φαρμακιτις γη,φαρμακῖτις γῆ,φαρμακιτις γη,1,1,GAL_SMT,Galen
φαρμακον,φάρμακον,φαρμακον,94,93,AET_LM;DIOSC_DMM;GAL_ALIM;GAL_SMT;ORIB_CM;PAUL_AEG,Aetius;Dioscorides;Galen;Oribasius;Paul
φαρμακον,φάρμακον,φαρμακον,7,7,AET_LM;GAL_SMT;PAUL_AEG,Aetius;Galen;Paul
φαρμακον θανασιμον,φάρμακον θανασίμον,φαρμακον θανασιμον,1,1,DIOSC_DMM,Dioscorides
φαρμακωδης γη,φαρμακώδης γῆ,φαρμακωδης γη,1,1,GAL_SMT,Galen
φασγανιον,φασγάνιον,φασγανιον,3,3,AET_LM;DIOSC_DMM;GAL_SMT,Aetius;Dioscorides;Galen
φασγανιον,φασγάνιον,φασγανιον,1,1,PAUL_AEG,Paul
φασγανον,φάσγανον,φασγανον,1,1,DIOSC_DMM,Dioscorides
